timestamp,goal_brew_temp,brew_temp,ambient_temp,top_temp,bottom_temp,cooler_on,heater_on,fan_on,stage_name
2025-02-07 09:33:20,17.00,20.06,20.38,21.44,20.62,0,0,0,Primary
2025-02-07 09:33:25,17.00,20.00,20.38,21.44,20.62,0,0,0,Primary
2025-02-07 09:33:29,17.00,20.06,20.38,21.44,20.56,0,0,0,Primary
2025-02-07 09:33:34,17.00,20.06,20.44,21.44,20.62,0,0,0,Primary
2025-02-07 09:33:40,17.00,20.06,20.38,21.44,20.62,0,0,0,Primary
2025-02-07 09:33:45,17.00,20.06,20.44,21.44,20.56,0,0,0,Primary
2025-02-07 09:33:49,17.00,20.00,20.44,21.44,20.62,0,0,0,Primary
2025-02-07 09:33:54,17.00,20.06,20.38,21.44,20.62,0,0,0,Primary
2025-02-07 09:33:59,17.00,20.06,20.38,21.44,20.62,0,0,0,Primary
2025-02-07 09:34:03,17.00,20.06,20.38,21.44,20.62,0,0,0,Primary
2025-02-07 09:34:15,17.00,20.06,20.38,21.44,20.56,0,0,0,Primary
2025-02-07 09:34:20,17.00,20.06,20.44,21.44,20.62,0,0,0,Primary
2025-02-07 09:34:25,17.00,-99.99,20.38,21.44,20.56,0,0,0,Primary
2025-02-07 09:34:30,17.00,20.06,20.38,21.44,20.62,0,0,0,Primary
2025-02-07 09:34:35,17.00,20.06,20.38,21.44,20.69,0,0,0,Primary
2025-02-07 09:34:39,17.00,20.06,20.44,21.44,20.56,0,0,0,Primary
2025-02-07 09:34:44,17.00,20.06,20.38,21.44,20.62,0,0,0,Primary
2025-02-07 09:34:49,17.00,20.00,20.38,21.44,20.62,0,0,0,Primary
2025-02-07 09:34:54,17.00,20.06,20.38,21.44,20.62,0,0,0,Primary
2025-02-07 09:34:59,17.00,20.12,20.38,21.44,20.62,0,0,0,Primary
2025-02-07 09:35:03,17.00,20.06,20.44,21.44,20.62,0,0,0,Primary
2025-02-07 09:35:08,17.00,20.06,20.44,21.44,20.62,0,0,0,Primary
2025-02-07 09:35:13,17.00,20.06,20.38,21.44,20.62,0,0,0,Primary
2025-02-07 09:35:18,17.00,20.06,20.44,21.44,20.62,0,0,0,Primary
2025-02-07 09:35:22,17.00,20.12,20.44,21.44,20.62,0,0,0,Primary
2025-02-07 09:35:27,17.00,20.12,20.44,21.44,20.62,0,0,0,Primary
2025-02-07 09:35:32,17.00,20.12,20.38,21.44,20.62,0,0,0,Primary
2025-02-07 09:35:37,17.00,20.06,20.44,21.44,20.62,0,0,0,Primary
2025-02-07 09:35:42,17.00,20.12,20.44,21.44,20.62,0,0,0,Primary
2025-02-07 09:35:46,17.00,20.06,20.44,21.44,20.62,0,0,0,Primary
2025-02-07 09:35:51,17.00,20.12,20.44,21.44,20.69,0,0,0,Primary
